Transaktionscode,Erstellt,Aktualisiert,Betrag EUR,Währung,DR/CR,Transaktionstyp,Status,E-Mail Gegenpartei,Name Gegenpartei,Konto Gegenpartei,Land,Eltern-TX,Artikelbezeichnung,Betreff,Hinweise,Rechnungsnr.,Rechnungsadresse,Lieferadresse,Zahlungsquelle,IP-Adresse,Umleitungs-URL,is_streaming_payment
RDJAK2JYKMUY2BIAD,07.07.2024 02:05,07.07.2024 02:05,73.18,EUR,DR,Goods and Services,Completed,daniel32@gmx.de,Daniel Weber,2043865132945514991,FR,PARENT,Subscription,Invoice,,,,,PayPal Balance,245.57.248.134,https://shop.example.com,0
OTTX57LYQ9VJ2VDY6,25.05.2023 03:45,25.05.2023 03:45,75.92,EUR,CR,Online Transfer,Completed,laura89@spotify.com,Laura Becker,2032714716688750617,DE,PARENT,Electronics,Invoice,,,,,PayPal Balance,106.206.178.203,https://shop.example.com,0
3BYGRUZU5E3VMK0PL,02.01.2024 19:45,02.01.2024 19:45,41.71,EUR,CR,Goods and Services,Completed,max81@web.de,Max Fischer,2024368011642579865,IT,PARENT,Online Order,Payment,,,,,Credit Card,122.216.179.179,,0
80975XQJQXK1VIY3Z,12.01.2023 06:57,12.01.2023 06:57,73.81,EUR,CR,Mobile Payment-Personal,Completed,lukas65@spotify.com,Lukas Weber,2046781577598112993,FR,PARENT,Headphones,Payment,,,,,Bank Transfer,233.188.132.156,https://shop.example.com,0
YWWMOC0BJ98UUD7KW,08.11.2024 09:14,08.11.2024 09:14,105.13,EUR,CR,Goods and Services,Completed,anna2@gmx.de,Anna Müller,2058220577536923006,IT,PARENT,Headphones,Invoice,,,,,PayPal Balance,124.44.173.137,,0
OLJQZDCSE094588YS,01.07.2023 14:23,01.07.2023 14:23,308.17,EUR,DR,Online Transfer,Completed,sarah74@outlook.com,Sarah Klein,2140553019518679556,IT,PARENT,Headphones,Invoice,,,,,Credit Card,31.30.254.107,https://shop.example.com,0
I1Q2G15R83Y7418GR,30.04.2023 00:31,30.04.2023 00:31,64.33,EUR,DR,Mobile Payment-Personal,Completed,daniel92@gmx.de,Daniel Wolf,2084276217522547693,ES,PARENT,,,,,,,Credit Card,215.249.187.127,https://shop.example.com,0
7F10TB81OUVWXOATM,03.08.2023 03:07,03.08.2023 03:07,500.25,EUR,CR,Goods and Services,Completed,max81@paypal.com,Max Becker,2186366076604580581,NL,PARENT,Online Order,Purchase,,,,,Bank Transfer,17.105.79.104,,0
A1V9Q3R1SS07ZP3UF,02.01.2023 16:40,02.01.2023 16:40,210.09,EUR,DR,Online Transfer,Completed,paul99@gmail.com,Paul Schulz,2010123494353282724,ES,PARENT,Online Order,Payment,,,,,Credit Card,61.70.130.70,https://shop.example.com,0
OCRK53OPPOYDVFD9J,03.10.2024 04:08,03.10.2024 04:08,180.8,EUR,DR,Mobile Payment-Personal,Completed,paul70@ebay.de,Paul Wolf,2100887830780192019,DE,PARENT,Online Order,,,,,,PayPal Balance,50.79.86.196,https://shop.example.com,0
X6M8NPIWZB9131BNM,25.11.2023 19:10,25.11.2023 19:10,137.91,EUR,DR,Goods and Services,Completed,jonas51@yahoo.com,Jonas Müller,2098813898178896695,AT,PARENT,Online Order,Payment,,,,,Credit Card,39.70.120.103,,0
9C245O7O7GRI9ETMO,03.12.2024 05:40,03.12.2024 05:40,118.72,EUR,CR,Online Transfer,Completed,sophie26@web.de,Sophie Schmidt,2040298310042476780,AT,PARENT,,,,,,,Bank Transfer,173.46.48.87,,0
TVFH7B0AHI1YWT3HK,17.11.2024 17:20,17.11.2024 17:20,83.65,EUR,DR,Online Transfer,Completed,lea92@yahoo.com,Lea Schmidt,2023775985331620638,AT,PARENT,Headphones,Order,,,,,Bank Transfer,166.125.229.141,,0
8UNA9WK4MK3FNXTIW,25.06.2024 07:18,25.06.2024 07:18,36.0,EUR,CR,Online Transfer,Completed,max13@outlook.com,Max Hoffmann,2083403971789662120,DE,PARENT,Headphones,Payment,,,,,Bank Transfer,53.183.38.162,,0
9H2BVWV6YSHHYAFVN,25.10.2023 08:32,25.10.2023 08:32,66.36,EUR,DR,Goods and Services,Completed,lea79@gmail.com,Lea Wolf,2099567842961493702,NL,PARENT,Online Order,,,,,,PayPal Balance,175.176.187.8,https://shop.example.com,0
9RQ53UTIUMW6ASGFQ,23.02.2023 15:04,23.02.2023 15:04,384.37,EUR,CR,Goods and Services,Completed,max52@gmx.de,Max Wolf,2029734815160310578,NL,PARENT,Electronics,Invoice,,,,,Bank Transfer,145.195.103.62,,0
AUM2KN2XHQSHB0DX0,10.01.2024 12:46,10.01.2024 12:46,201.15,EUR,DR,Online Transfer,Completed,mila30@gmx.de,Mila Hoffmann,2058805888800312461,FR,PARENT,,Purchase,,,,,Credit Card,97.57.175.191,,0
7QUVCYADEVKSO8AP9,28.09.2023 17:14,28.09.2023 17:14,382.13,EUR,CR,Goods and Services,Completed,sophie27@outlook.com,Sophie Wolf,2089219344530232289,NL,PARENT,Online Order,Purchase,,,,,Bank Transfer,199.197.143.227,https://shop.example.com,0
RPC3YVR7K7ZXWUAMR,12.06.2024 18:07,12.06.2024 18:07,81.83,EUR,CR,Online Transfer,Completed,sarah46@gmx.de,Sarah Fischer,2078369884777274548,FR,PARENT,Subscription,Order,,,,,Bank Transfer,247.148.214.77,https://shop.example.com,0
E7BLP7DGT60PV7TIQ,03.10.2024 11:53,03.10.2024 11:53,53.59,EUR,CR,Online Transfer,Completed,mila70@netflix.com,Mila Fischer,2076099445232941685,NL,PARENT,Headphones,Purchase,,,,,PayPal Balance,156.210.104.131,https://shop.example.com,0
SUVYK28F7K5MTVGE3,15.04.2024 22:36,15.04.2024 22:36,136.88,EUR,DR,Goods and Services,Completed,lea96@yahoo.com,Lea Schulz,2009279171139034878,AT,PARENT,Online Order,Order,,,,,Credit Card,116.17.2.134,https://shop.example.com,0
VCRJJP6E0CCG3B103,28.02.2024 10:00,28.02.2024 10:00,68.57,EUR,DR,Goods and Services,Completed,lea80@yahoo.com,Lea Klein,2090218900609921557,NL,PARENT,Headphones,Purchase,,,,,Credit Card,202.105.182.129,,0
HHETZXA3SLA5GM4GS,16.03.2024 20:03,16.03.2024 20:03,158.97,EUR,CR,Goods and Services,Completed,sarah6@amazon.de,Sarah Schmidt,2008983164120728477,DE,PARENT,,,,,,,PayPal Balance,220.76.208.91,,0
KUUGO2N5MUY0V3UTC,21.03.2023 19:21,21.03.2023 19:21,28.55,EUR,DR,Goods and Services,Completed,anna72@outlook.com,Anna Schulz,2190308226183598179,FR,PARENT,Headphones,,,,,,PayPal Balance,124.2.138.3,,0
A7ZVD8H3CHUFEU71J,26.08.2023 07:01,26.08.2023 07:01,15.23,EUR,CR,Online Transfer,Completed,laura91@netflix.com,Laura Weber,2061449964670945323,FR,PARENT,,Purchase,,,,,Credit Card,19.240.238.121,https://shop.example.com,0
OC78GO9EBICN9NCLY,15.10.2024 20:29,15.10.2024 20:29,175.82,EUR,CR,Goods and Services,Completed,felix92@spotify.com,Felix Schulz,2033976498909343394,ES,PARENT,Headphones,Payment,,,,,Bank Transfer,13.213.165.17,https://shop.example.com,0
M5SRZEPFEKXVTYZ93,19.11.2023 19:17,19.11.2023 19:17,391.41,EUR,CR,Goods and Services,Completed,anna87@netflix.com,Anna Weber,2167945040514529634,IT,PARENT,Online Order,Purchase,,,,,Bank Transfer,163.28.147.196,https://shop.example.com,0
142AE21761J0345ZY,15.05.2024 15:58,15.05.2024 15:58,181.46,EUR,DR,Goods and Services,Completed,felix4@gmail.com,Felix Müller,2029459124449414899,NL,PARENT,Headphones,Invoice,,,,,PayPal Balance,206.199.142.216,https://shop.example.com,0
Y4L6SOE8JOVHWT3UB,13.02.2023 10:52,13.02.2023 10:52,199.71,EUR,DR,Online Transfer,Completed,lukas46@web.de,Lukas Klein,2175356072125779321,NL,PARENT,Headphones,,,,,,PayPal Balance,79.37.171.159,,0
KOODVMBO4KF9OQKZ6,18.09.2023 21:27,18.09.2023 21:27,141.34,EUR,DR,Goods and Services,Completed,daniel56@outlook.com,Daniel Klein,2038839238995394476,IT,PARENT,Online Order,,,,,,Bank Transfer,34.156.207.115,,0
VE3OT79YRBON403KF,04.08.2024 02:40,04.08.2024 02:40,151.6,EUR,DR,Goods and Services,Completed,anna18@yahoo.com,Anna Schmidt,2059456663070161138,DE,PARENT,Online Order,Purchase,,,,,Credit Card,241.38.83.38,https://shop.example.com,0
LOCGN4MFW66L1GEJ7,02.01.2023 00:02,02.01.2023 00:02,34.14,EUR,CR,Goods and Services,Completed,lea5@gmx.de,Lea Klein,2176575564471252753,ES,PARENT,,,,,,,PayPal Balance,74.170.39.63,https://shop.example.com,0
2JZ2KB67RIZ2H4Q4V,30.01.2024 11:30,30.01.2024 11:30,70.88,EUR,CR,Mobile Payment-Personal,Completed,sarah19@gmail.com,Sarah Schmidt,2013008533826155367,AT,PARENT,Online Order,Order,,,,,PayPal Balance,238.30.110.239,https://shop.example.com,0
2UFL9MQ11PHLSQK7M,28.04.2023 16:31,28.04.2023 16:31,306.08,EUR,CR,Goods and Services,Completed,lea73@web.de,Lea Schmidt,2061452715984766003,IT,PARENT,Headphones,Order,,,,,Bank Transfer,129.134.244.137,https://shop.example.com,0
XHE68Y1TL9JNTSSQA,28.03.2024 15:49,28.03.2024 15:49,103.25,EUR,DR,Goods and Services,Completed,sarah41@spotify.com,Sarah Becker,2114343902604842041,FR,PARENT,Online Order,Invoice,,,,,Bank Transfer,98.235.97.182,https://shop.example.com,0
CXCRHY3ZOMGN1EEXB,12.04.2024 10:07,12.04.2024 10:07,301.96,EUR,DR,Online Transfer,Completed,jonas39@outlook.com,Jonas Schulz,2023692400854109332,NL,PARENT,,Payment,,,,,Bank Transfer,57.1.163.210,https://shop.example.com,0
7MQJHC24DE4I3527F,27.07.2023 07:01,27.07.2023 07:01,148.51,EUR,DR,Goods and Services,Completed,lukas46@outlook.com,Lukas Schmidt,2177337807403832513,FR,PARENT,,Payment,,,,,PayPal Balance,24.7.193.12,,0
3ZW0SD7SBZ75EUFVH,23.12.2024 20:08,23.12.2024 20:08,154.17,EUR,DR,Goods and Services,Completed,paul77@outlook.com,Paul Hoffmann,2148429728480957887,AT,PARENT,,Purchase,,,,,Bank Transfer,232.74.150.223,https://shop.example.com,0
U7PKHEL706HOQQ0RA,30.11.2023 16:02,30.11.2023 16:02,103.89,EUR,CR,Mobile Payment-Personal,Completed,lea24@yahoo.com,Lea Fischer,2116067295941312964,FR,PARENT,Subscription,Purchase,,,,,Bank Transfer,221.252.196.91,https://shop.example.com,0
EU74S5TR21EJ2VHAK,14.08.2023 05:35,14.08.2023 05:35,220.65,EUR,DR,Goods and Services,Completed,max21@spotify.com,Max Becker,2168969152970827715,FR,PARENT,Online Order,,,,,,Credit Card,43.170.195.10,,0
HXJ9S0U9D8X92MFJE,28.05.2024 02:17,28.05.2024 02:17,258.56,EUR,DR,Mobile Payment-Personal,Completed,lukas70@outlook.com,Lukas Wolf,2067745368486848382,FR,PARENT,Headphones,Invoice,,,,,Credit Card,175.23.122.194,,0
COMMN9TWN7GWR17H4,03.01.2024 14:43,03.01.2024 14:43,67.52,EUR,CR,Online Transfer,Completed,daniel49@netflix.com,Daniel Schulz,2198690886146253594,FR,PARENT,,Order,,,,,Bank Transfer,148.128.46.126,https://shop.example.com,0
C4LR9CM19ATTKPREH,02.11.2023 06:02,02.11.2023 06:02,37.69,EUR,CR,Goods and Services,Completed,lukas47@outlook.com,Lukas Schulz,2033141159105815430,NL,PARENT,,Payment,,,,,PayPal Balance,9.25.20.21,https://shop.example.com,0
8RFC9VD5SO2N333ZA,17.02.2024 05:37,17.02.2024 05:37,19.39,EUR,CR,Goods and Services,Completed,anna40@amazon.de,Anna Klein,2138698645500220373,AT,PARENT,Online Order,Payment,,,,,Credit Card,170.237.7.98,https://shop.example.com,0
YE21QPIGN2UPFJN9D,20.10.2024 09:42,20.10.2024 09:42,192.98,EUR,DR,Goods and Services,Completed,laura50@netflix.com,Laura Wolf,2127954517560467931,ES,PARENT,Headphones,,,,,,PayPal Balance,41.197.225.126,https://shop.example.com,0
H304A8PMSY5YPC7SY,20.05.2023 15:04,20.05.2023 15:04,177.63,EUR,DR,Online Transfer,Completed,anna87@ebay.de,Anna Schmidt,2144390295105427648,FR,PARENT,Electronics,Payment,,,,,Bank Transfer,221.213.210.236,,0
GHR4X51MO5JMQ0NJV,03.02.2024 18:14,03.02.2024 18:14,592.1,EUR,DR,Goods and Services,Completed,daniel53@netflix.com,Daniel Fischer,2127576162253818017,IT,PARENT,Electronics,Order,,,,,PayPal Balance,90.91.216.161,,0
ANPGXUJ3SO5XJ5I2M,22.02.2023 13:02,22.02.2023 13:02,141.96,EUR,CR,Online Transfer,Completed,lea41@ebay.de,Lea Hoffmann,2151314337018343330,DE,PARENT,Online Order,Purchase,,,,,Bank Transfer,59.137.56.51,,0
K0B73BHH85DA5H3Z4,26.06.2023 00:33,26.06.2023 00:33,123.38,EUR,DR,Goods and Services,Completed,sophie93@spotify.com,Sophie Wolf,2013226764548819240,IT,PARENT,,Payment,,,,,PayPal Balance,105.93.133.59,,0
Y98OPBH4ER3UREV2Z,11.11.2024 12:35,11.11.2024 12:35,162.9,EUR,DR,Goods and Services,Completed,mila51@outlook.com,Mila Wolf,2015383520887141074,DE,PARENT,Electronics,Purchase,,,,,PayPal Balance,46.161.126.112,https://shop.example.com,0
VQUQS95ADJ6QXJ8TH,17.06.2023 11:00,17.06.2023 11:00,169.39,EUR,DR,Goods and Services,Completed,felix42@web.de,Felix Schmidt,2192734300948158406,IT,PARENT,,Purchase,,,,,Credit Card,47.105.9.48,,0
D4ZYEFG5ODHDGQNXS,22.09.2024 04:25,22.09.2024 04:25,116.07,EUR,DR,Online Transfer,Completed,max43@outlook.com,Max Wolf,2193740309488698014,DE,PARENT,Headphones,Payment,,,,,Credit Card,189.248.54.233,,0
RCB2OXEBPBBQHTXP0,02.05.2024 02:26,02.05.2024 02:26,69.52,EUR,CR,Mobile Payment-Personal,Completed,mila2@outlook.com,Mila Wolf,2003063904279675177,AT,PARENT,,Order,,,,,Bank Transfer,133.216.197.90,https://shop.example.com,0
SWG5T3IXO9I8P0LW3,18.01.2024 00:45,18.01.2024 00:45,136.27,EUR,DR,Online Transfer,Completed,lukas38@amazon.de,Lukas Klein,2077001101369197954,DE,PARENT,Electronics,Invoice,,,,,Credit Card,144.169.147.231,https://shop.example.com,0
AZMPWB0F4X6VVWNH8,19.02.2023 01:00,19.02.2023 01:00,132.39,EUR,CR,Goods and Services,Completed,sarah81@yahoo.com,Sarah Fischer,2070872307232829533,NL,PARENT,Subscription,Payment,,,,,Bank Transfer,91.68.249.1,,0
YHFE5WMD9LAEC8FB9,29.05.2024 09:55,29.05.2024 09:55,130.77,EUR,DR,Goods and Services,Completed,max16@web.de,Max Becker,2149066658016359879,AT,PARENT,Headphones,Invoice,,,,,PayPal Balance,78.136.224.32,,0
6M1RQH37F3LYI3NDF,09.03.2024 00:08,09.03.2024 00:08,236.88,EUR,CR,Goods and Services,Completed,max45@amazon.de,Max Fischer,2195561796097822665,AT,PARENT,Electronics,Invoice,,,,,Credit Card,223.36.112.239,https://shop.example.com,0
XY12XC6VI7EP03LK0,14.05.2024 23:02,14.05.2024 23:02,134.41,EUR,DR,Goods and Services,Completed,jonas65@paypal.com,Jonas Klein,2029778259763726693,IT,PARENT,Subscription,Purchase,,,,,Bank Transfer,4.212.182.196,https://shop.example.com,0
EJOKILP4VN2V27NLS,18.04.2024 19:27,18.04.2024 19:27,38.56,EUR,CR,Online Transfer,Completed,felix92@paypal.com,Felix Hoffmann,2038652939194655801,IT,PARENT,,,,,,,PayPal Balance,115.113.199.85,https://shop.example.com,0
HQ403IVWACKLN9TLY,20.09.2023 00:38,20.09.2023 00:38,79.77,EUR,DR,Goods and Services,Completed,mila48@ebay.de,Mila Becker,2030414874869903226,FR,PARENT,Headphones,Invoice,,,,,Bank Transfer,34.51.174.145,https://shop.example.com,0
1PJ0AK269RYOHCKNE,18.11.2023 20:24,18.11.2023 20:24,114.94,EUR,CR,Goods and Services,Completed,lukas47@outlook.com,Lukas Becker,2029750840214154548,FR,PARENT,Headphones,Invoice,,,,,Credit Card,210.13.15.87,https://shop.example.com,0
728PU8HN8XZ4OSU2M,01.06.2024 22:44,01.06.2024 22:44,139.27,EUR,CR,Online Transfer,Completed,sophie46@ebay.de,Sophie Klein,2026418565374381935,DE,PARENT,Subscription,Purchase,,,,,Credit Card,107.195.184.14,https://shop.example.com,0
WUUIU52W85YPS859T,17.11.2024 17:50,17.11.2024 17:50,195.86,EUR,CR,Goods and Services,Completed,anna88@outlook.com,Anna Becker,2025362864126672361,DE,PARENT,Online Order,Order,,,,,Bank Transfer,96.203.196.142,https://shop.example.com,0
BZY0Z7PRB6X6TWS79,05.03.2023 15:47,05.03.2023 15:47,140.1,EUR,CR,Goods and Services,Completed,anna23@yahoo.com,Anna Schmidt,2153423814833851190,ES,PARENT,Subscription,Order,,,,,PayPal Balance,136.77.73.244,,0
520TKZGG1PRF3L4JX,21.10.2024 10:42,21.10.2024 10:42,15.68,EUR,CR,Goods and Services,Completed,felix99@yahoo.com,Felix Schmidt,2197214142631318299,AT,PARENT,Online Order,Purchase,,,,,Bank Transfer,154.211.112.105,https://shop.example.com,0
VGNQD7J3H2WMDL3OX,08.10.2024 01:52,08.10.2024 01:52,43.36,EUR,CR,Online Transfer,Completed,laura61@gmx.de,Laura Klein,2080459149710977824,DE,PARENT,Subscription,Purchase,,,,,PayPal Balance,161.97.203.204,https://shop.example.com,0
8E9GF2FXX9XJUE6IH,19.07.2024 22:35,19.07.2024 22:35,205.39,EUR,DR,Goods and Services,Completed,max35@yahoo.com,Max Schulz,2160831727814450872,NL,PARENT,,Order,,,,,PayPal Balance,252.100.173.183,https://shop.example.com,0
72LN26YQO3693QNYB,20.04.2024 21:51,20.04.2024 21:51,112.48,EUR,DR,Goods and Services,Completed,felix91@ebay.de,Felix Wolf,2019341368759083055,IT,PARENT,Online Order,Order,,,,,PayPal Balance,235.102.164.192,https://shop.example.com,0
QND8M52GCF9SPQDNB,09.11.2023 21:02,09.11.2023 21:02,149.28,EUR,DR,Mobile Payment-Personal,Completed,lukas34@web.de,Lukas Hoffmann,2182038285071406050,ES,PARENT,Online Order,Invoice,,,,,PayPal Balance,147.249.136.89,,0
LTW963ZS76O9GRVZ2,28.05.2023 12:03,28.05.2023 12:03,101.46,EUR,CR,Goods and Services,Completed,paul48@yahoo.com,Paul Müller,2058930207776278758,ES,PARENT,Subscription,,,,,,PayPal Balance,1.103.11.236,,0
CJQ427U1NVMEAGWP8,25.02.2023 13:47,25.02.2023 13:47,79.49,EUR,DR,Goods and Services,Completed,felix6@outlook.com,Felix Schmidt,2091233563083506724,ES,PARENT,Online Order,,,,,,PayPal Balance,12.80.242.223,https://shop.example.com,0
VF6FOVK2HQKQ8FKCE,18.11.2023 14:24,18.11.2023 14:24,104.47,EUR,DR,Goods and Services,Completed,mila16@gmail.com,Mila Becker,2051770565496988303,FR,PARENT,Headphones,Order,,,,,Bank Transfer,106.90.102.220,https://shop.example.com,0
JLMP76YO60F0EA864,09.05.2024 19:12,09.05.2024 19:12,150.61,EUR,DR,Goods and Services,Completed,lea46@yahoo.com,Lea Fischer,2140491625314095488,DE,PARENT,Electronics,Invoice,,,,,Bank Transfer,149.1.82.119,,0
38N2UIZIWNT0Z85PR,11.07.2024 21:19,11.07.2024 21:19,133.65,EUR,CR,Goods and Services,Completed,anna12@web.de,Anna Weber,2127501910532518932,ES,PARENT,,Invoice,,,,,Bank Transfer,49.38.221.28,,0
WY0UFBC16LKS2DVGO,22.01.2024 00:45,22.01.2024 00:45,257.41,EUR,DR,Goods and Services,Completed,lea51@yahoo.com,Lea Müller,2071427237679796682,AT,PARENT,,Purchase,,,,,Bank Transfer,52.196.61.2,https://shop.example.com,0
E1JQQXF2A8JC3MZWT,19.03.2023 02:13,19.03.2023 02:13,31.26,EUR,CR,Goods and Services,Completed,sarah60@netflix.com,Sarah Klein,2061153693685507951,IT,PARENT,,Purchase,,,,,Credit Card,191.121.24.115,,0
MD8IYUBZ9YZ6V1VTI,05.07.2024 08:43,05.07.2024 08:43,36.12,EUR,CR,Online Transfer,Completed,felix59@paypal.com,Felix Klein,2169726767353156845,AT,PARENT,Subscription,Order,,,,,Bank Transfer,74.165.128.8,https://shop.example.com,0
39MH4QX495AJGATXP,25.05.2024 06:51,25.05.2024 06:51,111.44,EUR,CR,Online Transfer,Completed,sarah50@amazon.de,Sarah Hoffmann,2031895412621058359,ES,PARENT,Subscription,Purchase,,,,,Credit Card,210.41.106.7,,0
AV7H4VCKU3CQBHEYY,27.09.2024 03:08,27.09.2024 03:08,197.44,EUR,CR,Goods and Services,Completed,paul16@paypal.com,Paul Wolf,2192243443414039777,IT,PARENT,Headphones,Order,,,,,Credit Card,119.120.211.126,,0
5DUPX06LBRHLVO2Y9,15.07.2023 08:14,15.07.2023 08:14,228.11,EUR,CR,Online Transfer,Completed,max60@web.de,Max Schmidt,2010641130009414111,NL,PARENT,,Invoice,,,,,PayPal Balance,249.53.95.103,https://shop.example.com,0
MP050ORNEEE0JQ9RV,12.09.2023 10:29,12.09.2023 10:29,82.21,EUR,DR,Goods and Services,Completed,sarah86@gmx.de,Sarah Becker,2192153901740965535,IT,PARENT,Headphones,Payment,,,,,Bank Transfer,168.141.79.56,https://shop.example.com,0
4WCNJXENRUU8UHIBW,30.06.2023 20:57,30.06.2023 20:57,4.84,EUR,CR,Goods and Services,Completed,sophie61@web.de,Sophie Wolf,2160000445731862001,FR,PARENT,Online Order,Order,,,,,Credit Card,56.11.83.165,https://shop.example.com,0
PGEY18JSEUO4VKNQU,05.12.2023 01:58,05.12.2023 01:58,84.5,EUR,CR,Goods and Services,Completed,jonas48@outlook.com,Jonas Schulz,2036759374394751472,AT,PARENT,Subscription,Invoice,,,,,Credit Card,57.22.113.166,https://shop.example.com,0
4XBLRX02UQH6YHXHI,08.02.2024 06:27,08.02.2024 06:27,178.03,EUR,CR,Online Transfer,Completed,lukas32@amazon.de,Lukas Klein,2198859975397143768,NL,PARENT,Electronics,Purchase,,,,,Bank Transfer,91.9.220.151,https://shop.example.com,0
V4QMP5JHDT6293TLO,20.02.2023 10:44,20.02.2023 10:44,131.76,EUR,DR,Online Transfer,Completed,mila66@outlook.com,Mila Weber,2166945838025186091,IT,PARENT,Online Order,Payment,,,,,Bank Transfer,69.206.28.16,,0
KVE8DSCTXO6WE815V,21.11.2024 05:31,21.11.2024 05:31,202.56,EUR,DR,Goods and Services,Completed,anna96@gmx.de,Anna Müller,2092510283935237079,AT,PARENT,Online Order,Purchase,,,,,Credit Card,79.204.129.228,,0
BD9O45FG3MLOF683M,02.10.2023 17:52,02.10.2023 17:52,299.03,EUR,DR,Goods and Services,Completed,anna5@outlook.com,Anna Schmidt,2112232927689251832,ES,PARENT,Subscription,Payment,,,,,Credit Card,179.44.37.170,https://shop.example.com,0
JNC8WM7RBXP2IU4CP,09.10.2024 19:42,09.10.2024 19:42,117.62,EUR,DR,Goods and Services,Completed,daniel97@paypal.com,Daniel Müller,2112750794725209127,AT,PARENT,Subscription,Invoice,,,,,Bank Transfer,35.20.67.162,,0
ONBVPXD06JGYPM2FM,28.02.2024 21:27,28.02.2024 21:27,92.59,EUR,CR,Online Transfer,Completed,anna22@yahoo.com,Anna Weber,2159081621466276776,DE,PARENT,Electronics,Purchase,,,,,Bank Transfer,166.157.26.171,https://shop.example.com,0
GDVEYXFUVSKK1HSNZ,24.04.2024 10:08,24.04.2024 10:08,61.24,EUR,CR,Goods and Services,Completed,mila91@gmail.com,Mila Schulz,2034875046742382737,NL,PARENT,Subscription,,,,,,PayPal Balance,106.83.40.2,,0
ZP9SSOWTYFG2EXQY8,10.08.2023 13:54,10.08.2023 13:54,35.91,EUR,CR,Goods and Services,Completed,jonas6@outlook.com,Jonas Müller,2120002511158614479,NL,PARENT,,Purchase,,,,,Bank Transfer,178.164.148.32,,0
CLEDO515IGJZAE557,07.02.2023 01:04,07.02.2023 01:04,26.47,EUR,DR,Mobile Payment-Personal,Completed,sophie72@paypal.com,Sophie Fischer,2137374513470895004,DE,PARENT,Headphones,Invoice,,,,,Credit Card,63.200.41.3,,0
3RB1W0XWXVTX6POQB,19.12.2023 01:28,19.12.2023 01:28,75.48,EUR,DR,Goods and Services,Completed,sophie21@ebay.de,Sophie Fischer,2021628450856236090,DE,PARENT,Electronics,Order,,,,,Bank Transfer,167.87.46.204,https://shop.example.com,0
AY2V58F22EJPKC0XT,22.02.2023 03:08,22.02.2023 03:08,272.15,EUR,CR,Mobile Payment-Personal,Completed,sarah90@yahoo.com,Sarah Müller,2051270947011915868,FR,PARENT,Subscription,Order,,,,,Bank Transfer,193.186.245.193,,0
U6X8W1QXSR97JXI6Q,31.05.2023 14:01,31.05.2023 14:01,216.32,EUR,CR,Online Transfer,Completed,lea29@spotify.com,Lea Schulz,2150186584249869526,ES,PARENT,Online Order,,,,,,Credit Card,95.149.61.19,,0
LQCAQ4XRN0T1KKUW6,28.04.2023 18:47,28.04.2023 18:47,89.02,EUR,CR,Online Transfer,Completed,sarah24@web.de,Sarah Wolf,2099872720434545180,FR,PARENT,Subscription,Invoice,,,,,Bank Transfer,130.107.181.246,https://shop.example.com,0
KM0FNLD33Z0WMDOXM,05.06.2024 23:05,05.06.2024 23:05,503.29,EUR,CR,Goods and Services,Completed,anna42@amazon.de,Anna Fischer,2171972749795918944,FR,PARENT,Subscription,,,,,,Bank Transfer,80.88.28.173,https://shop.example.com,0
JRR7FIE5RS3589H8Y,15.01.2023 07:06,15.01.2023 07:06,80.05,EUR,CR,Mobile Payment-Personal,Completed,lukas94@gmail.com,Lukas Fischer,2032292431215239528,AT,PARENT,Subscription,Order,,,,,Credit Card,21.113.17.228,,0
8E6PLUI46HDV8I969,07.10.2024 08:10,07.10.2024 08:10,318.03,EUR,DR,Online Transfer,Completed,felix87@ebay.de,Felix Fischer,2015517795183820373,FR,PARENT,Subscription,Invoice,,,,,Credit Card,197.86.201.249,https://shop.example.com,0
TNDBBCFCJTQEJPPTT,28.01.2023 06:02,28.01.2023 06:02,368.37,EUR,CR,Goods and Services,Completed,daniel13@web.de,Daniel Müller,2081150929137659680,ES,PARENT,Electronics,Purchase,,,,,Credit Card,147.123.221.235,,0
0LEBN52KOCWDEMM0U,29.03.2024 11:47,29.03.2024 11:47,186.7,EUR,CR,Online Transfer,Completed,lea25@ebay.de,Lea Weber,2197331890792879355,IT,PARENT,Subscription,Invoice,,,,,PayPal Balance,174.60.153.246,https://shop.example.com,0
2V17TZ63RRPNCSQC2,04.07.2024 04:07,04.07.2024 04:07,74.87,EUR,CR,Online Transfer,Completed,sarah63@gmail.com,Sarah Becker,2064334867346881472,ES,PARENT,Headphones,,,,,,Bank Transfer,165.163.205.42,https://shop.example.com,0
0OS3X23IETYR9X20B,20.06.2023 06:16,20.06.2023 06:16,99.05,EUR,CR,Goods and Services,Completed,felix47@outlook.com,Felix Becker,2146997138271363061,NL,PARENT,Subscription,Purchase,,,,,Credit Card,50.233.146.28,,0
V1VQYLBOS46A908CM,24.07.2023 04:39,24.07.2023 04:39,153.33,EUR,DR,Goods and Services,Completed,felix93@gmx.de,Felix Klein,2189289617841030351,NL,PARENT,Subscription,Purchase,,,,,PayPal Balance,15.176.230.89,https://shop.example.com,0
17ZYQZSS8V5X6E9D7,10.04.2024 11:11,10.04.2024 11:11,36.99,EUR,CR,Goods and Services,Completed,paul87@netflix.com,Paul Klein,2195747717845905279,IT,PARENT,Headphones,Payment,,,,,PayPal Balance,237.71.6.197,,0
